"DIRECTORIO";"Gto_CapC"
135670;125400
135672;11200
135675;229100
135676;13500
135678;37500
135680;18500
135681;34000
135682;71000
135684;3000
135687;19500
135688;12500
135689;16500
135690;19500
135692;25000
135695;30000
135697;2000
135698;16800
135702;222200
135703;38700
135704;43100
135705;180000
135708;111000
135709;60000
135710;30000
135712;78500
135713;19100
135714;34200
135715;252000
135717;25700
135720;16800
135721;50100
135722;38683.3333333333
135723;43700
135724;44500
135725;55800
135726;18800
135727;14000
135728;84000
135732;252000
135734;26500
135735;49800
135736;49100
135737;33200
135742;23000
135743;11800
135744;125200
135746;30400
135747;1600
135748;67400
135749;194500
135750;19000
135751;20000
135753;21700
135755;150200
135757;1000
135758;23000
135759;10000
135760;20000
135761;57000
135762;146400
135764;33400
135765;122800
135766;114000
135767;94400
135768;121500
135769;44800
135770;14000
135771;20000
135772;55000
135776;34900
135778;15000
135779;15000
135780;3800
135783;38000
135785;48500
135786;6000
135790;34150
135799;750
135803;700
135807;70000
135809;12800
135814;10000
135820;10000
135821;10000
135826;22000
135830;7000
135842;201900
135845;109700
135847;21500
135848;5500
135849;48500
135860;134000
135861;7000
135864;42000
135869;173700
135871;9500
135873;17500
135877;15500
135883;28000
135885;3500
135886;23000
135887;17000
135889;2000
135895;45300
135896;52000
135897;12000
135899;75800
135900;45800
135901;191000
135902;75900
135903;41200
135904;27700
135905;7000
135907;13900
135909;39300
135910;69000
135911;2000
135913;16000
135917;257000
135919;70000
135920;7000
135921;48000
135922;1e+05
135923;28600
135929;4000
135930;102000
135931;115100
135932;46000
135933;8716.66666666667
135937;10000
135939;91800
135940;72100
135942;51500
135943;60700
135944;8000
135945;47950
135946;65300
135947;30610
135948;5400
135949;32200
135950;106300
135951;76490
135952;66600
135953;23800
135954;62950
135955;81300
135956;10500
135957;10300
135958;108890
135959;7900
135960;77300
135963;67000
135965;91950
135966;56040
135967;40800
135977;2000
135978;23400
135979;115500
135980;45700
135981;87000
135984;9700
135985;40500
135986;25500
135988;18500
135990;175700
135991;18900
135992;11000
135993;102430
135994;112500
135995;233100
135996;31700
135997;23400
135998;24100
135999;5800
136000;17400
136002;78500
136003;22000
136005;8050
136006;47100
136007;2000
136008;14400
136011;128500
136012;281500
136013;76200
136014;23500
136016;84000
136017;23500
136019;1200
136020;43200
136022;411800
136025;406100
136028;96700
136029;32100
136030;15283.3333333333
136031;78133.3333333333
136032;43333.3333333333
136033;55000
136034;23000
136036;5000
136037;213900
136039;114000
136042;165650
136052;33800
136055;69000
136056;267000
136058;375400
136060;299800
136062;11133.3333333333
136063;164066.666666667
136064;50000
136068;40000
136071;1e+05
136073;30000
136081;2000
136087;6000
136089;380600
136097;50000
136099;136500
136100;14000
136102;44600
136103;8100
136107;55000
136109;18000
136110;74000
136111;3000
136112;19500
136114;45000
136116;10700
136122;115600
136124;34000
136125;10560
136128;78200
136129;103000
136130;87000
136131;513900
136133;33900
136134;23400
136135;40500
136137;24000
136138;11000
136140;83000
136146;1500
136147;45500
136148;23700
136149;2000
136150;24800
136151;17400
136154;5000
136156;6300
136158;135800
136161;149900
136163;81600
136167;9000
136168;28900
136169;12000
136170;14800
136172;4300
136173;21000
136174;22000
136176;30450
136181;238800
136184;674900
136185;5000
136186;317400
136187;62000
136188;53800
136190;18000
136192;100400
136193;800
136195;2000
136196;207640
136197;2500
136198;232100
136202;89600
136203;30000
136204;43000
136205;8800
136206;14500
136207;106900
136208;58000
136209;66200
136210;38000
136211;58500
136212;22500
136215;356000
136220;126300
136221;43800
136222;203100
136223;246600
136230;5000
136231;20000
136233;12500
136234;10000
136235;98800
136236;19000
136244;25000
136245;3200
136246;8000
136248;21450
136249;26700
136250;55000
136253;190000
136254;47500
136255;15500
136256;24600
136257;39000
136259;13100
136260;12000
136261;13000
136263;5700
136273;94200
136274;52800
136275;17500
136277;306700
136279;21700
136282;180900
136298;93000
136299;30700
136300;2500
136304;30200
136307;6000
136308;99200
136309;165500
136310;7000
136311;90200
136312;27300
136320;1200
136343;45000
136344;2300
136345;230000
136346;62600
136347;277000
136348;22500
136349;25000
136350;66000
136351;31000
136354;20700
136356;15000
136361;10000
136363;11000
136365;13000
136366;46700
136367;23700
136368;18500
136369;15000
136374;269200
136375;4000
136379;11700
136380;74916.6666666667
136383;6300
136385;3000
136390;4000
136391;247000
136392;15500
136393;163700
136394;24500
136399;119000
136401;3000
136403;54000
136404;9100
136405;140833.333333333
136406;9000
136407;9000
136408;76450
136409;7550
136410;7000
136411;65850
136413;63800
136414;13850
136416;6000
136417;22000
136419;56200
136421;58009
136422;1800
136423;380200
136425;20800
136426;131200
136429;118500
136430;49500
136431;10000
136433;152200
136434;33000
136435;75800
136439;9500
136442;142750
136462;12000
136463;2500
136464;106200
136470;8000
136473;15000
136474;37800
136475;13000
136476;48200
136478;5500
136489;10000
136495;14000
136496;449000
136498;2300
136499;9900
136500;91200
136501;84300
136502;67700
136504;13500
136505;64700
136509;3400
136512;65800
136515;36500
136516;165000
136518;13300
136519;19000
136520;79800
136523;5400
136525;7000
136526;6000
136527;36500
136529;69500
136530;25000
136532;18000
136533;75400
136535;14000
136537;24000
136542;16000
136543;15000
136544;63500
136545;74000
136546;40600
136548;20000
136549;14200
136553;25000
136560;7000
136563;8000
136566;71000
136567;256500
136570;42000
136572;17200
136574;25700
136575;15000
136576;13000
136577;35000
136578;105000
136580;40000
136581;11000
136583;17500
136590;7200
136593;215000
136594;129600
136595;31500
136596;4900
136598;6300
136600;227900
136603;61500
136604;10100
136605;110000
136606;101800
136607;37200
136608;45633.3333333333
136611;59100
136614;5500
136617;53750
136618;41750
136619;8000
136620;44400
136621;37950
136622;2000
136623;353500
136624;16300
136625;125350
136629;142766.666666667
136631;26100
136634;10000
136635;30900
136639;23000
136640;20000
136641;17000
136643;32000
136645;18000
136647;500
136648;5000
136652;30250
136653;1600
136654;53400
136656;11500
136657;9000
136658;11000
136660;14000
136662;9483.33333333333
136672;187300
136675;26100
136679;177400
136680;17000
136681;28500
136682;25000
136683;73400
136684;1000
136686;61800
136687;60500
136688;24800
136695;3000
136699;15500
136706;5300
136707;7000
136708;30000
136709;12200
136712;2000
136719;102000
136721;8000
136724;11500
136725;2000
136726;40000
137033;24300
137131;30800
137140;1000
137165;34000
137166;31600
137238;415440
137239;28900
137240;433600
137241;4700
137242;38600
137243;438300
137290;119950
137291;23500
137292;109350
137293;32000
137294;184933.333333333
137295;73000
137298;160200
137300;22800
137301;91400
137302;37600
137303;40400
137304;4000
137307;65800
137308;15500
137310;324666.666666667
137311;77750
137312;265300
137313;46000
137314;388700
137315;225400
137316;664200
137317;80500
137318;662666.666666667
137319;97500
137320;68500
137321;59000
137322;14000
137323;158500
137324;120000
137327;11000
137328;30700
137329;36066.6666666667
137330;46000
137331;33000
137332;40000
137334;87000
137335;45100
137336;126600
137337;209250
137339;322000
137340;44400
137341;31000
137342;94000
137343;135300
137344;21000
137345;2000
137346;46450
137347;79100
137348;178000
137350;33000
137351;15000
137352;78000
137353;43900
137354;42000
137355;64900
137356;51300
137357;10000
137359;8000
137360;4900
137362;8000
137363;33700
137364;900
137365;1000
137449;163500
137459;11000
137478;160200
137479;64000
137480;69500
137481;52600
137482;174650
137483;379100
137484;343400
137537;147900
137538;112500
137539;2400
137540;8800
137681;38000
137682;61000
137684;15000
137685;12500
137686;91200
137688;189000
137690;37000
137691;42100
137692;124300
137693;16000
137694;12000
137695;72000
137697;2e+05
137698;7300
137699;16950
137700;147800
137701;143600
137702;171400
137703;24700
137705;34000
137706;54000
137707;16200
137708;116850
137710;21000
137711;157500
137712;1e+05
137713;91100
137714;30000
137715;102000
137716;62500
137717;200200
137718;138100
137719;148600
137722;600
137723;20600
137724;23700
137726;91000
137730;15400
137734;54500
137735;25000
137737;15000
137752;96100
137753;23900
137754;7000
137755;23000
137768;172200
137810;211800
137811;175100
137812;12600
137813;4200
137815;26890
137816;2500
137817;29900
137818;2600
137819;14500
137820;28500
137821;133200
137822;6500
137823;8100
137824;22900
137825;52200
137827;10000
137828;21000
137830;52166.6666666667
137833;36200
137834;3466.66666666667
137835;135900
137836;18300
137837;11400
137838;8000
137839;99500
137840;18000
137841;13000
137845;33500
137846;47650
137847;2000
137849;24000
137850;14500
137854;7000
137858;46100
137859;22900
137860;11100
137861;24700
137862;17400
137863;23300
137864;5700
137865;3700
137866;22000
137867;6700
137868;2000
137870;24000
137871;438328
137872;118300
137873;39000
137874;28000
137875;14000
137876;26000
137877;187450
137881;139500
137883;98000
137894;52000
137896;5650
137897;10600
138006;22800
138008;1100
138009;115850
138010;7400
138012;8400
138014;700
138021;140000
138025;19500
138026;42000
138027;25900
138035;21200
138036;7000
138042;91800
138043;6000
138045;6000
138046;303200
138047;51600
138048;13700
138049;37400
138052;2000
138053;16300
138054;7800
138056;53950
138057;8050
138060;10000
138061;18000
138065;10000
138066;6800
138068;71200
138069;15000
138071;199300
138072;122600
138073;35000
138076;31600
138077;45600
138078;312000
138079;4600
138080;27500
138081;107700
138082;145800
138083;130000
138084;61666.6666666667
138085;220000
138086;87000
138088;30200
138089;16000
138090;9000
138095;30100
138096;79300
138101;30000
138102;12000
138103;15000
138104;4000
138105;3000
138106;39750
138107;31700
138108;21000
138109;2000
138111;4000
138113;6000
138117;50700
138118;18000
138119;25000
138158;56700
138159;133500
138163;83300
138164;14000
138165;192400
138167;36800
138174;25200
138242;84000
138243;26000
138246;207600
138248;9900
138249;44000
138265;45000
138267;36500
138272;53600
138273;2000
138274;30500
138275;6000
138276;29500
138283;28200
138285;3500
138286;58200
138287;37500
138288;79000
138297;5000
138298;7000
138300;8000
138301;25500
138302;2000
138373;29000
138377;1500
138381;12000
138382;50000
138383;109000
138384;175200
138385;42000
138386;12000
138388;76100
138389;44000
138390;3000
138392;208400
138394;28000
138395;2000
138396;5000
138397;287000
138398;1e+05
138399;38000
138400;77300
138401;131000
138403;152200
138406;226500
138407;12000
138412;117000
138413;11200
138415;65000
138416;360000
138417;188320
138418;97050
138420;22650
138421;10000
138422;31500
138424;35300
138425;30800
138426;2200
138427;4000
138428;5500
138473;28400
138474;21100
138476;112300
138477;63900
138478;12000
138479;2000
138480;500
138482;21000
138483;6000
138485;5900
138486;3000
138487;22200
138488;30500
138489;15100
138490;54800
138491;432900
138492;8400
138494;43000
138495;81800
138496;107800
138497;14400
138499;16700
138501;27000
138503;10400
138504;18000
138505;17000
138506;6000
138509;340250
138510;24900
138511;57300
138512;113800
138513;53050
138514;48200
138516;5100
138517;22050
138518;41350
138519;35900
138520;8000
138523;59900
138524;57895
138525;5000
138526;12700
138527;4850
138528;4500
138529;10800
138531;1500
138534;5000
138535;13100
138537;3000
138538;39000
138539;51500
138541;23850
138542;19500
138543;11650
138544;24000
138656;12000
138672;54000
138673;4200
138674;7000
138740;3500
138742;700
138743;2000
138744;4700
138779;120510
138784;157000
138800;55500
138822;54266.6666666667
138823;82000
138824;3500
138825;20000
138826;55800
138827;7000
138828;32500
138829;43133.3333333333
138833;43500
138836;181833.333333333
138837;321200
138838;84300
138839;196400
138840;135500
138841;80500
138842;9500
138843;349000
138844;42400
138845;31966.6666666667
138846;1200
138847;31000
138848;15700
138851;56500
138853;31000
138854;31900
138855;63000
138856;115400
138857;160510
138858;19500
138859;14700
138860;4000
138892;83000
138913;9500
138914;11800
138915;12700
138916;9200
138917;13200
138918;22000
138919;165200
138943;28000
138944;5000
138985;44000
138987;60900
138988;56400
138989;55300
138990;17500
138991;161100
138992;106500
138994;2500
138995;108000
138996;80000
139008;171900
139009;53550
139011;37500
139014;23300
139015;20000
139018;23700
139027;12000
139029;57700
139031;1000
139064;1700
139065;12800
139067;19000
139069;45500
139070;15300
139071;89600
139072;258000
139074;18000
139075;56500
139198;40600
139199;91100
139200;7900
139204;3000
139207;33650
139209;5000
139211;59000
139214;54000
139215;4200
139216;41000
139217;79900
139218;64600
139219;84500
139226;23800
139245;230000
139246;70000
139251;60800
139255;177700
139257;141100
139259;33200
139267;15000
139365;13000
139366;114000
139367;44000
139368;165600
139369;2400
139370;50000
139372;37900
139374;125000
139376;32000
139378;171950
139382;13500
139383;12000
139384;16700
139426;248700
139427;170800
139428;84900
139429;45500
139430;30800
139431;27400
139432;45000
139433;26200
139435;50000
139436;15333.3333333333
139437;45300
139439;12000
139440;26000
139441;194500
139442;10700
139443;34300
139444;257200
139445;30000
139446;21400
139448;58400
139449;49500
139450;15800
139452;40400
139453;33600
139456;61000
139457;5100
139459;94100
139460;65300
139461;7500
139462;20750
139463;7500
139491;181000
139492;77000
139493;5000
139494;5000
139501;172000
139502;167033.333333333
139503;111400
139506;175530
139507;2e+05
139525;27000
139526;7500
139529;2500
139530;16900
139531;15100
139532;4500
139533;2000
139535;12400
139547;14500
139553;371700
139554;15000
139561;6750
139567;10000
139568;21100
139569;10000
139570;114900
139571;3000
139573;64233.3333333333
139575;46900
139576;64200
139578;29200
139579;162000
139580;69000
139581;81600
139587;28000
139588;259800
139589;52000
139590;6000
139591;5000
139592;4366.66666666667
139593;93400
139594;16200
139595;84500
139596;297900
139604;21600
139606;6900
139607;5800
139608;97500
139609;135200
139615;116000
139616;107000
139625;30000
139626;10000
139627;5000
139628;27000
139634;45800
139636;37000
139637;5800
139638;190300
139639;11400
139640;90400
139643;2400
139645;54100
139646;2600
139650;3700
139651;372500
139652;42700
139656;7000
139662;18200
139667;74900
139668;5000
139671;4100
139714;40800
139716;3500
139717;2000
139723;40900
139725;114000
139727;54900
139728;54400
139730;163950
139736;84500
139737;43600
