"DIRECTORIO";"Viajes";"Servicios"
121279;0;0
121280;0;127000
121287;0;88000
121288;0;106000
121289;0;410000
121290;0;257000
121292;0;108000
121298;50000;83000
121299;0;0
121301;0;132617
121302;0;0
121303;0;82000
121304;0;150000
121305;0;0
121306;0;88000
121307;0;247272
121308;0;205508
121309;0;201404
121310;0;330513
121311;0;179652
121315;0;146900
121316;0;144400
121317;0;293850
121318;0;113850
121320;0;467300
121321;0;0
121322;0;222705
121323;50000;93000
121324;0;48853
121326;0;234000
121327;7e+05;568000
121331;0;227000
121332;0;263466
121335;130000;192000
121337;0;222000
121338;0;54000
121339;0;105600
121342;0;108035
121346;0;276278
121351;0;0
121353;2e+07;309000
121354;0;51700
121357;0;15407
121358;0;26460
121359;0;34833
121360;0;0
121362;0;36000
121363;0;0
121369;0;146342
121375;0;87563
121377;50000;78000
121379;0;144341
121381;1300000;162263
121385;0;121117
121392;0;78090
121397;0;80077
121399;0;85634
121401;0;47200
121403;170000;0
121404;2500000;0
121408;0;112054
121409;0;182716
121412;0;20700
121413;0;32113.3333333333
121416;0;55566.6666666667
121418;0;334573
121419;1e+06;337000
121421;0;430000
121425;0;205241
121426;0;67104
121427;0;210420
121430;0;170908
121434;0;214384
121436;0;30000
121442;2e+05;190400
121443;0;38964
121444;0;38400
121445;0;273416
121446;2e+05;185650
121447;0;214983
121449;150000;252171
121450;0;223255
121451;0;184974
121452;0;39500
121453;0;40000
121454;0;25000
121455;0;198322
121456;0;86284
121458;0;67364
121459;0;189332
121460;3e+05;130110.714285714
121461;1e+05;149210
121462;0;44900
121463;0;94002
121464;7e+06;230127
121465;0;91139
121467;0;152315
121470;70000;161149
121471;0;90666
121472;0;72570
121473;0;118685
121476;0;35150
121477;0;15450
121482;0;21000
121483;0;50000
121484;0;199074
121487;0;67500
121490;0;0
121491;0;0
121492;50000;0
121493;0;0
121494;0;0
121495;0;188149
121497;3e+06;226932
121499;0;50000
121500;0;167504
121501;0;96000
121505;0;183000
121509;50000;79202
121513;0;63000
121516;0;184000
121519;0;0
121521;0;48000
121522;0;0
121526;0;68000
121528;0;45000
121531;1e+05;0
121532;0;0
121534;0;138500
121535;0;0
121536;0;100900
121539;4e+05;142000
121546;0;216800
121547;0;128220
121548;0;134170
121549;0;98700
121550;0;83100
121552;0;127281
121553;0;242480
121554;0;53500
121555;0;50000
121556;0;56157
121558;0;80067
121559;0;67900
121560;0;213900
121563;0;0
121564;4e+05;65000
121565;0;219000
121566;0;182000
121567;0;0
121568;3e+05;49950
121574;0;71500
121575;0;20000
121576;0;118800
121593;0;61700
121595;4e+05;0
121598;0;66000
121599;0;97200
121601;1e+05;0
121613;0;0
121616;0;30000
121619;0;57000
121622;0;18333.3333333333
121623;0;5000
121624;0;0
121626;0;104974
121628;0;85929
121629;0;37700
121630;2e+05;59700
121631;0;28400
121632;0;17720
121633;0;18000
121638;0;28350
121648;3e+06;919210
121664;8e+05;2e+05
121670;0;132405
121673;0;303864
121675;0;142730
121676;0;410368
121679;0;91275
121681;0;96043
121683;0;0
121684;0;0
121685;0;0
121686;0;0
121687;0;0
121688;0;0
121689;0;73000
121691;0;1e+05
121692;0;50000
121693;0;0
121694;0;724341
121695;0;273750
121696;0;5670
121697;0;26200
121698;0;40264
121699;0;22000
121700;0;10000
121701;0;68000
121704;1e+06;124400
121707;0;99373
121710;0;25000
121711;0;392271
121712;0;106470
121713;0;78373
121716;0;137437.666666667
121717;0;136070
121718;0;262357
121719;110000;41307.5
121726;0;0
121727;0;54000
121728;0;0
121730;0;203430
121732;0;207000
121735;0;118000
121737;0;366000
121738;0;75918
121739;0;64734
121740;0;33000
121744;0;196500
121745;0;85130
121754;0;33900
121755;2e+06;255678
121757;2e+06;254566
121760;0;30369
121762;150000;131000
121764;0;14060
121766;0;240398
121770;0;14450
121772;0;23076.5
121774;0;66000
121775;1e+06;206900
121777;8e+05;171580
121779;0;10000
121780;0;342000
121781;0;0
121782;0;0
121783;0;0
121784;0;1e+05
121785;7e+05;0
121786;0;150300
121787;0;0
121788;260000;0
121792;450000;173400
121794;0;112000
121799;0;101100
121800;0;275600
121801;0;43700
121802;0;91000
121803;550000;0
121805;0;195000
121806;725000;0
121811;3e+06;186654
121812;1500000;280856
121815;0;37884
121817;0;18128
121822;0;20000
121827;0;30000
121829;0;30000
121830;0;32000
121831;0;20000
121832;0;20000
121833;0;20000
121835;0;26906
121836;0;31597
121837;0;42000
121839;0;6000
121843;0;60400
121844;0;0
121845;0;43000
121846;0;11620
121852;0;0
121853;0;0
121874;0;216173
121876;70000;115000
121877;0;84500
121878;0;196000
121884;2e+05;230233
121886;0;81200
121887;0;0
121888;0;0
121889;0;0
121890;0;92000
121891;0;52280
121893;190000;0
121894;2e+05;113000
121895;0;110900
121896;0;108600
121898;0;21000
121899;0;5000
121902;0;11833.3333333333
121903;0;9000
121904;0;5649
121905;0;26420
121910;0;124249
121913;0;196414
121914;0;25000
121915;0;251253
121916;0;7000
121922;0;0
121925;0;20000
121930;0;88800
121938;0;67554
121940;0;36500
121941;0;103500
121942;99;241939
121943;0;70000
121944;160000;202000
122603;0;127299
126723;0;221000
126726;50000;0
126727;0;10000
126735;50000;0
126745;0;30500
126761;0;34000
126763;0;23932
126768;1e+05;54000
126850;0;175647
126851;5e+05;106000
126852;2e+05;105700
126854;0;110663
126961;0;117500
126967;6e+05;121366
127668;0;82317
127817;3e+05;222600
127818;8e+05;344600
127820;2e+05;233700
128518;2e+05;262200
128519;2e+05;352200
128520;50000;153000
128584;0;85249
128597;0;122916
128600;0;158000
128605;0;244671
128978;0;5150
128982;80000;0
128983;6e+05;63000
128984;7e+05;175000
128985;0;135000
128986;0;27006.3333333333
128987;0;25730
128988;0;8186.66666666667
128992;0;63924
128997;740000;180000
129000;0;5000
129001;0;6296.66666666667
129002;0;3500
129003;0;7333.33333333333
129004;0;10000
129006;2e+05;15500
129011;0;18500
129012;0;14503
129014;0;17573
129015;0;13303
129016;0;18340
129020;0;10230
129021;0;33646.6666666667
129022;0;9060.33333333333
129023;0;12703.6666666667
129027;0;52000
129028;0;0
129030;0;13166.6666666667
129031;0;12333.3333333333
129032;0;833.333333333333
129036;0;90197
129041;0;8000
129042;0;666.666666666667
129043;0;12130
129046;0;55000
129047;0;0
129050;0;8000
129064;145000;238300
129065;0;60157
129066;0;15000
129067;0;10000
129069;0;7300
129070;0;10000
129071;0;5600
129075;98;48253
129076;0;64200
129077;0;118804
129078;0;3800
132523;0;88100
132651;0;30000
132652;0;0
132698;5e+05;619538
132706;150000;126481
132886;0;105000
132894;0;0
133093;0;67000
133142;0;9415
133358;0;112000
133503;0;60200
133504;0;156400
133515;0;73500
133516;0;77500
133520;0;0
133522;0;48980
133523;0;0
133524;0;0
133526;0;0
133529;0;67000
133530;0;76300
133531;1300000;46500
133532;1e+06;140600
133533;560000;79134
133534;0;92600
133539;150000;237000
133544;0;185000
133545;0;45100
133547;0;39550
133548;0;16870
133550;0;23000
133551;0;79107
133552;0;0
133553;0;73610
133564;0;262645
133565;0;167583
133566;0;258480
133567;0;176660
133568;0;196497
133572;0;28782
133573;0;23711
133575;0;228915
133576;3e+06;96000
133577;0;301977
133578;0;217934
133579;0;242836
133580;0;316000
133581;0;233640
133582;4e+06;294924
133583;130000;221920
133584;0;176841
133585;0;120000
133586;0;205000
133587;0;133934
133588;0;174937
133589;0;156967
133591;2e+06;272900
133592;0;106900
133593;0;103500
133594;0;209000
133596;0;385998
133598;0;297107
133600;1900000;91640
133602;0;328632
133603;0;0
133604;0;269430
133606;0;349389
133607;0;334500
133608;0;485336
133609;0;250000
133610;0;245000
133611;0;250000
133614;0;202407
133615;2e+05;290300
133616;1e+05;183883
133617;340000;77305
133618;0;212821
133619;0;223397
133620;3e+05;158374
133621;99;262800
133622;0;510200
133623;0;192000
133624;0;281000
133625;2e+05;381200
133627;0;527970
133628;0;250000
133630;0;364692
133632;0;499343
133633;0;523987
133634;0;1332956
133635;160000;144290
133637;6e+05;298391
133639;0;314700
133640;0;0
133642;0;117284
133643;0;130276
133644;0;377746
133645;0;0
133648;0;372596
133652;0;70525.0810810811
133653;0;0
133654;0;78025.6666666667
133656;0;624169
133657;0;0
133658;0;183817
133659;0;144612
133660;0;0
133661;0;190590
133662;0;422171
133663;50000;157060
133664;0;192500
133665;0;119454
133666;0;36000
133667;0;181922
133668;0;145543
133669;0;338600
133670;0;95549
133671;3e+05;83787
133672;0;224624
133673;0;290089
133675;0;120000
133676;0;222113
133678;0;138000
133679;0;253000
133680;0;119000
133681;0;90000
133682;0;128620
133683;0;136894
133684;0;288000
133685;0;70000
133686;0;190682
133687;5e+05;80842
133688;0;203000
133689;0;0
133691;0;86000
133692;0;234800
133693;0;216436
133694;0;109000
133695;0;0
133696;0;45000
133697;0;40000
133698;3e+05;80000
133699;0;75000
133700;0;83000
133702;0;121500
133703;0;286500
133704;6e+05;145000
133705;7e+05;201000
133711;250000;85100
133712;0;97500
133714;0;109750
133715;0;188350
133716;0;108250
133717;0;201823
133718;0;0
133719;0;110701
133722;0;96860
133726;0;131220
133727;2e+05;0
133728;0;130231
133729;0;19900
133731;0;168901
133732;0;173000
133733;0;0
133734;0;0
133735;0;15000
133736;0;110960
133738;0;27900
133739;4e+05;115491
133740;0;98618
133741;0;56028
133742;0;161928
133745;1600000;63000
133746;0;101273
133747;0;65000
133748;0;323770
133749;0;150000
133750;0;292000
133751;0;153708
133752;0;96987
133753;0;257000
133755;0;143200
133756;0;195000
133757;0;33708
133758;0;168999
133759;0;0
133760;0;100265
133761;0;684676
133762;0;160000
133763;4e+05;859076
133764;0;137255
133765;0;204243
133767;1e+05;54271
133768;55000;186926.5
133769;0;0
133770;0;148723
133773;0;170662
133774;0;104800
133775;0;64100
133776;0;0
133777;0;305000
133778;0;305000
133779;0;3e+05
133780;0;180000
133781;0;164000
133782;0;1e+05
133783;0;123000
133784;0;180000
133785;0;104000
133786;0;196000
133787;0;252790
133788;0;88935
133789;0;312886
133790;0;268989
133791;0;11000
133792;0;214368
133793;0;92378
133796;0;273371
133797;0;255341
133799;0;271371
133800;0;276199
133801;150000;262000
133802;2e+06;223947
133803;6e+05;170220
133804;6e+05;222078
133806;0;61000
133807;0;85300
133808;0;93700
133811;0;105000
133813;0;17000
133814;5e+05;104477
133815;0;183000
133816;0;126000
133817;0;60290
133818;0;80500
133819;0;106000
133820;0;115000
133821;0;0
133822;0;137000
133823;0;29400
133824;3e+05;115000
133825;0;328000
133826;3e+05;125400
133828;180000;91494.3333333333
133829;2e+05;64000
133830;0;147000
133831;1e+05;89294
133833;0;27280
133834;0;77034
133835;0;142200
133836;0;28000
133837;0;57358
133838;0;52000
133839;0;262750
133840;0;160000
133841;0;195000
133842;0;221000
133843;0;394000
133844;0;195000
133845;0;148810
133846;0;344499.5
133847;0;196500
133848;5e+05;187000
133849;0;79000
133850;0;326000
133851;0;167000
133852;0;129866
133853;0;95884
133854;0;163761
133855;2e+05;216171
133856;0;201800
133857;0;265167
133858;0;171700
133859;0;133310
133860;0;95395
133861;0;0
133862;0;265000
133863;1700000;261113
133864;4e+05;43000
133865;0;2700
133866;0;268917
133867;2500000;133860
133868;0;170000
133870;0;172600
133871;0;116920
133872;0;135018
133873;0;158600
133874;0;305007
133875;0;46867
133876;0;201272
133877;0;136871
133878;0;162143
133879;0;172000
133880;0;289233
133881;0;529082
133882;5e+05;139677
133883;0;0
133884;0;85755
133885;0;165056
133886;0;338251
133887;0;374892
133888;4e+05;117000
133889;8e+05;218100
133890;2e+06;209000
133891;0;168162
133892;0;201000
133894;0;59310
133895;0;9568
133896;0;103295
133897;0;34206
133898;0;166181
133899;0;106177
133900;0;58700
133901;0;99052
133902;0;255583
133903;0;151605
133904;0;312430
133906;3e+05;0
133907;0;210773
133909;0;214000
133910;0;332626
133911;240000;78334
133912;0;258153
133914;2e+06;235000
133915;9e+05;381295
133916;0;121941
133917;0;60000
133918;0;282799
133919;0;311106
133920;0;299576
133921;0;191137
133922;0;171043
133923;0;217389
133924;0;125739
133925;0;123178
133926;3e+05;49294
133927;5e+06;181624
133928;0;0
133929;0;105804
133930;0;84523
133931;0;33505
133932;0;232371
133933;0;42558
133934;0;58400
133936;0;141000
133937;0;188101
133938;0;96002
133940;0;45000
133941;1e+05;142446
133942;0;0
133943;0;39000
133944;0;57236
133947;2e+06;156000
133950;120000;156237
133951;0;306472
133952;1500000;210000
133953;1e+06;334207
133954;0;151224
133957;0;140882
133962;0;197000
133964;0;184500
133965;0;217700
133966;5e+05;211461
133967;6e+05;79992
133968;70000;53687
133969;0;163247
133970;0;197899
133971;0;81984
133972;0;174624
133973;0;115107
133975;0;79325
133976;328000;162376
133977;0;87000
133978;0;0
133979;0;119544
133980;0;88311
133981;0;787205
133982;0;740000
133983;1e+06;306335
133985;0;0
133987;1e+06;249937
133988;0;414594
133989;0;0
133991;0;667000
133994;0;329000
133995;0;0
133997;0;419000
134000;0;226751
134001;2e+05;451808
134002;0;470073
134004;380000;210000
134005;0;324280
134006;2e+05;212522
134009;4e+05;200867
134012;3e+05;389306
134014;3e+06;229378
134016;0;351553
134017;150000;256076
134019;1e+05;402117
134021;2400000;247740
134022;0;113011
134024;0;277851
134025;0;197483
134026;0;259441
134027;0;429710
134029;0;221428
134030;0;0
134031;0;203425
134032;0;0
134033;0;296094
134034;320000;277596
134035;50000;61885
134036;0;106852
134037;0;115893
134040;0;127327
134043;0;60000
134048;0;0
134050;0;0
134051;0;0
134052;0;281000
134053;0;132000
134054;98;249000
134055;0;99500
134056;0;116500
134057;0;89000
134058;0;67670
134060;0;0
134062;0;75695
134064;640000;401020
134066;2e+06;101400
134067;0;586876
134068;0;162300
134070;0;172800
134071;0;384000
134074;5e+05;124960
134075;4e+05;0
134076;5e+05;126700
134077;9e+05;96500
134078;0;0
134079;0;79000
134080;0;0
134081;0;141200
134082;0;91700
134083;0;155000
134084;5e+05;253426
134085;0;128000
134086;0;213200
134087;130000;246500
134088;0;107200
134089;0;199100
134090;6e+05;151900
134091;0;86000
134092;0;113309
134093;0;35000
134094;4e+05;30000
134096;1500000;240000
134097;0;473400
134098;0;80000
134099;0;80700
134100;5e+05;231721
134101;0;146360
134102;0;51500
134103;0;49600
134104;0;211000
134105;0;243890
134106;0;208400
134107;0;215200
134108;120000;272000
134109;0;109000
134111;120000;243500
134112;0;2e+05
134113;0;230000
134114;0;210000
134115;0;233400
134116;4e+05;132000
134117;0;295420
134118;0;264150
134119;0;253236
134120;4e+05;255219
134121;0;224000
134122;0;322540
134123;0;323000
134124;0;282200
134125;0;227500
134126;0;153000
134132;0;266400
134135;0;202000
134136;0;211643
134137;0;378534
134138;0;129000
134139;0;1047000
134140;0;254666.666666667
134141;0;365000
134142;0;190800
134143;0;98900
134144;0;168780
134145;0;200500
134146;0;227000
134147;0;201000
134148;0;235000
134150;0;0
134151;1.6e+07;237000
134152;1e+07;227000
134153;0;204285
134154;0;0
134155;0;217613
134158;0;60698
134160;0;73900
134161;0;0
134162;0;195000
134163;0;148000
134164;0;0
134166;0;138412
134167;0;265020
134169;0;0
134171;0;124500
134175;0;12000
134176;0;0
134177;8e+05;262498
134178;0;488500
134179;0;292800
134180;0;446000
134181;5e+05;315076
134185;0;387100
134187;0;650000
134188;1e+06;309278
134189;0;218085
134191;0;226459.5
134192;0;478856
134193;0;206243
134194;0;275627
134195;0;319200
134196;0;251999
134197;2e+05;334900
134198;4e+05;288259
134199;0;479514
134204;0;176000
134205;6e+05;355000
134206;1e+06;150000
134210;7e+05;61000
134211;0;86670
134214;0;0
134215;240000;87000
134216;0;10000
134217;0;143327
134218;0;92487
134219;0;251023
134220;0;111772
134221;0;87300
134222;0;10000
134223;0;9000
134224;0;139190
134225;0;125855
134226;0;163932
134227;3500000;339174
134229;0;125796
134230;0;0
134231;5e+05;189308
134232;0;259954
134233;0;101048
134234;0;101304
134235;0;161518
134236;0;83000
134237;0;177780
134238;0;181857
134240;0;99500
134241;0;0
134242;0;0
134243;0;355000
134245;0;143000
134246;0;53000
134247;0;138000
134248;0;67000
134249;0;26000
134250;0;42000
134251;0;96000
134252;0;79000
134253;0;231000
134254;0;185970
134255;0;153351
134256;0;190320
134258;0;232000
134259;0;216000
134261;5e+06;202000
134262;0;112000
134263;0;208205
134264;0;112000
134265;260000;136000
134266;0;157880
134267;4e+06;158000
134268;150000;172000
134269;0;322000
134270;0;365000
134271;3e+05;578000
134272;3e+05;290000
134273;0;275305
134274;60000;182052
134275;0;59540
134276;0;62842
134277;1e+05;191331
134278;0;271082
134279;60000;143000
134280;0;7000
134281;0;74060
134282;0;231416
134283;0;265904
134284;0;35893
134285;0;342046
134286;0;493803
134287;0;506486
134288;0;286098
134289;0;244000
134291;0;50000
134292;0;92652
134293;0;121650
134294;0;47893
134295;120000;56166
134296;3e+06;142040
134297;0;45986
134298;0;52900
134299;0;60165
134300;50000;168849
134302;50000;80879
134303;0;42050
134304;0;62410
134308;0;0
134311;0;53815
134312;0;53700
134318;5e+05;98762
134319;0;183962
134320;2e+05;159733
134322;350000;0
134324;0;168000
134326;0;203980
134327;0;216000
134329;0;203078
134330;0;140865
134331;0;187000
134332;0;201000
134335;1e+05;147500
134336;0;246200
134337;0;275000
134342;350000;279500
134346;0;52295
134347;0;0
134348;0;116068
134350;0;185662
134351;2e+06;535287
134358;0;304511.5
134359;110000;282786
134365;2e+05;352722
134366;0;71357
134367;0;20000
134368;0;107329
134371;0;135319
134374;0;80000
134375;0;225448
134378;450000;165430
134382;0;86314
134383;0;180329
134388;0;77025
134389;0;36350
134391;0;382833.333333333
134392;0;197200
134393;0;264000
134394;0;251000
134398;0;175000
134399;0;185000
134401;0;162500
134402;0;32000
134406;0;22000
134407;0;150000
134411;0;108000
134413;0;83000
134418;3e+05;277000
134419;0;23000
134420;0;51000
134421;0;222000
134422;540000;150200
134423;5e+06;45000
134424;8e+05;99300
134425;0;0
134426;0;154000
134432;0;148000
134433;0;264000
134435;0;17000
134436;1e+05;27400
134437;0;12000
134438;0;13000
134439;0;2500
134440;0;24600
134442;0;24000
134444;0;0
134445;0;96200
134447;0;78800
134448;0;61800
134449;0;0
134450;0;0
134452;0;40700
134454;0;74500
134455;0;0
134456;0;57800
134458;0;53000
134459;0;41610
134461;3e+06;180000
134462;0;115760
134463;3e+06;115700
134464;0;78000
134465;0;66000
134466;160000;86200
134467;90000;0
134470;0;295752
134471;0;248300
134472;0;305200
134473;0;120000
134474;0;41660
134475;0;0
134476;0;98659
134477;0;182481
134478;7e+05;285392
134479;4e+05;200649
134480;80000;389068
134481;0;336000
134482;0;141500
134483;0;0
134484;0;119092
134485;0;250907
134486;1500000;239289
134487;1500000;413000
134488;0;241380
134489;0;187709
134490;0;205466
134491;0;336907
134492;0;205200
134494;0;183000
134496;0;68500
134501;0;135242
134502;0;107036
134503;6e+05;138186
134507;0;0
134508;0;235169
134511;0;306205
134512;0;306765
134516;5e+05;338413
134517;0;217000
134518;0;115000
134519;0;180000
134520;0;53000
134522;0;69088
134523;0;0
134524;0;25000
134525;0;172614
134526;0;160810
134527;0;209337
134528;0;0
134540;0;165000
134544;4e+06;106000
134545;0;0
134546;1500000;0
134547;1800000;0
134555;0;45000
